"id","customer","isAnonymous","anonymousBind","createdAt","ipAddress","useragent","acceptLanguage","consumerApp","unnecessary2","touchpoint","location"
"100160","121","1","IP_ADDRESS","2021-08-05 20:35:15","147.176.255.7","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","ofzfXwRaSNZQbZnBCuclxYdPoTkbFUfHgmhZtzllVjjseYiDaczBUdsFYerOzuFVHjAIWBLpIvihsemtZLCHXUTxFrJhJdMq","M2M_SDK","8"
"100161","106","0","","2021-08-12 08:45:35","118.95.197.165","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-MX","ikea-android.v5","KaOrOOwQLrXVahUFwqMzvyGgdTetIikqHkAbMxYhvPnAsFCXpNqlDYPBAIfdtzSIskYQraEQevbBriKmDikn","MANUAL_CODE","1"
"100162","116","1","MAC_ADDRESS","2021-08-09 02:50:39","32.162.170.192","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","MuOrYkdoQWHQ iVbbnErtZnCCEOMzdoDrcRhiAlKvYRStfBUJnStaPGu RcZfEtghbSCMITfnrTvkksU FpwHargKMgVlkw","BRAND_WEBSITE","10"
"100163","188","0","","2021-08-14 18:20:52","195.225.254.229","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","fr-CA","","eASWXtIApdfWGPPSMOnvdXbXjPpHmOHHpQotLZgyITkRdyrMICAIskJr","SEARCH_ENGINE","1"
"100164","117","0","","2021-08-13 06:09:32","140.179.76.24","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","fr-FR","","rXbtYIfpXMHlDbjGnaeFzxaSImqGvCmCrVfFDPSadxwRdoPeyYF ENkwrGxtyjLSkLFJivkFAZEbkuJImRHtpJhdI k","PUSH_NOTIFICATION","7"
"100165","119","1","IP_ADDRESS","2021-08-29 05:19:42","211.11.31.107","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-FR","","TSvGbCnIXgaNZpTCRlZqeynxSzZaeshxfBfGImWjsBXScxueyvAhEoaPvnLHCHayleWaVMLcOQaYtpSA","PUSH_NOTIFICATION","7"
"100166","184","1","USERAGENT","2021-08-12 00:08:36","49.25.84.10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-FR","ikea-ios.v2","nqbATVGDiQurWFiEdbkGFJRpSXXWlG nxJzhsfjdLsztbswtTvomJflQpxzVRKePwT","BRAND_WEBSITE","2"
"100167","159","1","MAC_ADDRESS","2021-08-19 19:36:47","27.50.188.11","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","es-AR","","YL YMQBcVRutoLUyiTXVWaLrHYuSn EmTAluqPKslJKwPpxfhOvIMhfFiVjABrOhHgfrF ","ONLINE_STORE","10"
"100168","139","1","USERAGENT","2021-08-03 17:39:56","77.236.103.53","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","ZXP gyZQLFSARPGUSfZLCOSeznoWPdSyYksNUCelyznfNgvgIcsgorlYKhrf","E_COMMERCE_STORE","3"
"100169","199","0","","2021-09-08 08:13:02","225.208.219.97","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","en-GB","","xEZIQvIVdvJaFUQgNALoLoRfzxRaLyGOSGArb CrpgrcxEOECStLxBfIQhJgpMWhUYEaSbEV","SOCIAL_MEDIA","9"
"100170","165","1","USERAGENT","2021-09-08 04:45:40","243.190.245.194","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","et-EE","","DazggHpP bNltPfxGSXNXUmbRKsggsYWSCMJZbXlWZEGQPbhOJLHfqNlGXEhwDSIDveiLuEypixHsySnzKBg","SOCIAL_MEDIA","3"
"100171","165","0","","2021-08-05 23:55:12","246.5.106.184","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","es-ES","","LlypRb mVCNfWUCtMOwwtaseQjvuRfpHutjXnCMsu DRwxISHEyKVxDaNZqUKea dRbkOwMZmZkoO","SEARCH_ENGINE","2"
"100172","181","0","","2021-08-07 05:13:51","178.171.124.135","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-ES","","yIYcbGjd kGANcTLeALctMuglMuBjjMjkryavuUpiSZbICVBBQHohHsDtXQffqGTPoMYDFHlhGcairkISVUjw","SEARCH_ENGINE","7"
"100173","105","0","","2021-08-28 15:44:24","29.98.63.142","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","AZBGgvKwqyiraUMoIefwmSIaxhFkEpqEWdCyoXnvaVbxJS ahOnaxMqgkQBYqYXXawzaCGzqiAWOBowe bWgFT","M2M_SDK","4"
"100174","106","0","","2021-08-26 19:54:22","137.46.74.87","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","en-CA","","ltodGPNPlqJJRrxwTDsLaXKdnlpVarnkrURuvSCLJCrhWqcNhnqHvcoAoviyZ aTeQODYlpbRalNMRNiOA mcd","CAMPAIGN_LINK","6"
"100175","160","1","USERAGENT","2021-08-24 22:12:37","94.192.33.103","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","vSOFvgGlwZhgUdZnOSYaGQPkFsHGKrOviUdRPBXTJNDkSJbKW bAppBfXfbYjscwsUp","ONLINE_STORE","5"
"100176","168","0","","2021-08-28 14:07:40","32.22.74.4","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","es-MX","","nUbiuheZnS AftndcSuydECqaufcNOaoMtmoTSYyOSfgBVjXmqUqVpCncymFk","M2M_SDK","3"
"100177","171","1","IP_ADDRESS","2021-08-07 03:54:50","212.227.45.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","de-AT","ikea-ios.v2","pbQBLXqEgWXvWakFTeRzVapMpHIEXVhBRtncmasCFSsCjjPIKYTTZHYhGtIsePRIHwzjaqnRwPa","BRAND_WEBSITE","7"
"100178","108","0","","2021-08-27 23:42:59","173.122.233.136","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","en-CA","","vs JejjsKVrhRRueHJQttLxOgexfyPrRYzbIhBIFjMlwjyRohPISlwmZECWkowECpWR XGcXT xGvikHRsOaEiGke","SEARCH_ENGINE","1"
"100179","183","0","","2021-09-09 15:23:08","143.10.6.242","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","es-MX","","RaOTBTtNPYfLjwclwZXJTsHBynWZMqUEITzRahIBBuRhys CgFZImEAcqQaTFBQfID","M2M_SDK","10"
"100180","159","1","USERAGENT","2021-08-02 05:21:34","49.51.230.230","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","fr-FR","","qzUYEYvxoaAdTFXkMjAo sbtiZvwTWHARPnBLpSHHGlbMtBqKyDoxYJAVrPCmd","PUSH_NOTIFICATION","9"
"100181","166","0","","2021-09-09 12:29:18","94.78.206.165","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","en-GB","","jOGfwvTzKLbImzRwIxSAboLrrOFvjM bGUJzSlYWkbFrlTIpddTXIJ idnAy","SEARCH_ENGINE","10"
"100182","145","1","IP_ADDRESS","2021-08-22 11:03:16","27.237.207.122","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","en-CA","ikea-android.v4","yiFRizkRESXeUsIgTiNaxzMLvqTVBtoHwfYabwIF hmLoHgHNptGT","SOCIAL_MEDIA","3"
"100183","105","0","","2021-09-02 22:06:54","133.187.111.95","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","de-DE","","FSZSHqpyImTTerWymwU bZNHeUugUInNezDhloXFIcFNvBQG Qh","MANUAL_CODE","10"
"100184","194","1","MAC_ADDRESS","2021-09-05 05:58:11","37.31.54.67","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","de-AT","","LbmaEIvvCpKrkXVIUiYnZ SJKVvPvlfqqEbtNFQcyvLcZiYDBTqalKaokLHaJANbAHnAhtKmWWdwgFXNEDbbM","MANUAL_CODE","1"
"100185","156","1","MAC_ADDRESS","2021-08-29 03:48:11","235.3.18.123","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","et-EE","","fdNmTdUbnVPRgCnyOGXiGyGTzfifWrnvBEnEMfUDjkoW J scmJYTvCPkVLEAYkfirqhaDvgMfQxiPUffaYirraqOClHM","SOCIAL_MEDIA","3"
"100186","112","1","MAC_ADDRESS","2021-09-06 23:50:17","146.110.203.198","Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0","en-GB","ikea-android.v4","MyPIksHGlUZxoYhAcvBSAsQXzsKPSusYoMLcBtAwtpwShLcweKGympPCq","MANUAL_CODE","7"
"100187","161","0","","2021-08-26 19:32:58","199.226.169.154","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-BE","","OeCj LEtvyh ybfWiybheEfquNDvNKVNitzreWIjQUgNvySoCvrpKYXI","CAMPAIGN_LINK","10"
"100188","190","1","IP_ADDRESS","2021-09-11 00:37:49","202.12.126.220","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","et-EE","","QzvgLVTzDReQcyXrrQikYVtdRruJwvPGchtRKTVztKHFbxPWwBLxwoqLcI InAThfPEL yMuwvkAFPYTnwxnsc","MANUAL_CODE","8"
"100189","117","0","","2021-09-24 09:04:50","226.33.151.119","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","et-EE","","dXVzwysf DJUPvuHlXqAXRwtqFstGXPjmJsXfmLbYKRTXLzrIDVClbadEdtoHzHVZvKZxw","SOCIAL_MEDIA","2"
"100190","100","0","","2021-08-03 12:39:52","138.81.154.6","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","de-DE","ikea-android.v4","FwwobiwRYcxMsHDKWQBWDBklHngAHnYozxMYPEnfAxCTojFoGsEYfPQAFBpoqaGFqudcuw","ONLINE_STORE","2"
"100191","141","0","","2021-09-23 09:15:53","190.30.52.43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-CA","","LuVoIDQdlAlOrcbejoTxWbCWhNsDnMqIOOgvM veiVOyFrDtYfFhGrczRqtBROtfMwEyAAExfZOsYZlTRpWcTL","PUSH_NOTIFICATION","6"
"100192","102","1","IP_ADDRESS","2021-08-05 01:33:23","5.227.159.233","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-MX","","IZLYXkXSmKxiJpDnemaRxcgONlmcmOecBuwMgtcVooDzhVgrHFqwTYRkYAPpySAxLWsyPUwWYrd","MANUAL_CODE","7"
"100193","105","0","","2021-08-03 18:10:27","227.237.221.88","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","en-GB","","sOrcACmtU pLbmPxuwN idy eBwwlfmqdntUkiSGkNTvHJuZnNMkuwNVfdzYuHDzNJRmoXZMFKKbIduWBa","SOCIAL_MEDIA","9"
"100194","168","1","MAC_ADDRESS","2021-09-12 20:44:22","115.184.79.119","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","es-AR","","RFggsATycT gueNVjyeomvkNqQsYFHKMQnmnTzPMbeRsQRZJThDF NbaCcvZPLMC","ONLINE_STORE","6"
"100195","160","1","MAC_ADDRESS","2021-08-05 23:21:02","247.229.226.61","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","et-EE","","myOmRUgyjoUXTXEYVKXLJDavCLmXiDEkhNalcJIDYAqFgnddzzHJuqkFLanzUF","SMS_CODE","7"
"100196","171","1","MAC_ADDRESS","2021-08-05 19:31:55","63.244.92.171","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","mrufxiVmMqTItJfjfmxVavWEHxIDpZPzLhBbypPSATnWzkNlUsqgsElEwkSZzTBNjUwRDMqJFtHawjTbSfvMzTgmJtmIOflD","MANUAL_CODE","3"
"100197","124","0","","2021-08-10 05:16:10","46.182.184.46","Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","fr-BE","","xmQTIOoAcsKfFtNTAn KUiCdtnmVIWtAdAjtLL gIEjLemqBILQlUUnOCTAPcvEhrNVfrlltdqlNFtIg T","SEARCH_ENGINE","10"
"100198","136","1","MAC_ADDRESS","2021-09-11 09:19:11","225.145.30.139","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-CA","","LOuSswWQTgvtLVVNudPByeXZuhzOMVFQEJmSXgWlMSkhTiwVSD hwRjDkOCYLCFTKfKMixpbybghRiUsRAXYlhjUw","M2M_SDK","9"
"100199","160","0","","2021-09-14 20:59:30","250.126.7.65","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","xZNPTitX AWfblsEYVlTsoeMFZloBfwhh VKRUDHELMTGqQViv MWMmTcrXmDmIq uxMkXXiMH","SMS_CODE","7"
"100200","189","0","","2021-09-25 00:17:02","129.143.120.9","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-AR","","KwZOIFDIHX oOpHZThzTXVLCRoPbNL IdtFkKoWzAMjQjeBzHFMSvJaecjBVQN","SEARCH_ENGINE","1"
"100201","172","0","","2021-09-17 10:34:15","211.197.15.157","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-ES","","cnBaWozGHyqTVFONhwOKlLYdeCoIcsPblvc awMyrjmJkuyNCJhuv mqMPVRYygkRDXAChuQFUBA","BRAND_WEBSITE","3"
"100202","125","1","MAC_ADDRESS","2021-08-29 10:21:09","84.101.52.60","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","de-AT","ikea-android.v4","soKOOMyHjFqToHFcAsPFfUERgsqyaUEchMAKjcWiouMlikVJzSMxMwMGIySSTJaBEDjyKdBvLosaVHkvvHZg","M2M_SDK","10"
"100203","192","1","USERAGENT","2021-09-14 21:44:02","12.163.32.149","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","de-AT","","TrYGMRQPUDoZLJsFdDygqKDEWdJtEcOguvHXTftQvckezZpTDLBpIpdntjuscThMy LcKMUhnQTzpKvnagVdWqEvLCxyKLd","SMS_CODE","6"
"100204","170","1","MAC_ADDRESS","2021-09-10 07:18:39","61.172.93.221","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","fr-CA","","MKrMsHQSbAvnpxjVSCxmXDndXGDusepwbqooUiGkNwkyoOoigvjCYVfDO","E_COMMERCE_STORE","6"
"100205","116","1","MAC_ADDRESS","2021-09-23 04:26:29","61.155.0.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","en-CA","","ftGoCYEnZCbIxJKfGJsjs gVCYkZzNhpXmm EkRLZGcnAxVqWBuLxOjoEKkUDHTjIEdbZJwDuafXDYUcwJMLI QhsnxK","MANUAL_CODE","9"
"100206","124","0","","2021-08-08 03:02:17","187.133.191.70","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","es-AR","","osqpJzMJTUULsnYOrTnmgwGSBaXawUrSExTEMjOHjrrwbUCBtQBEfLibVzSzjtYXzjByIvJneotjjFMjYGoZvLBSmJnJ","E_COMMERCE_STORE","2"
"100207","138","1","IP_ADDRESS","2021-09-10 19:37:29","211.139.165.42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","fr-BE","","yAnpNJTIgjAhHTDlwkRroWNFz DEZqVvxeNl virWgavOTGidmNamwOVkicQnCccuYBELvuwlwECqIj","MANUAL_CODE","10"
"100208","141","0","","2021-08-09 19:18:06","51.183.8.252","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","de-DE","ikea-android.v4","rGCiAHYbIhdToQLVKzAwKXaPddzxpGXBqqNKlIcJXjdduyIMZCR RoQTGZrvKCsOcVzCIuRmVONafgtDQlkWcTtgWzBTsk","E_COMMERCE_STORE","7"
"100209","111","1","USERAGENT","2021-09-09 23:55:15","48.209.119.155","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","de-AT","","UNZbtshsfWDcBfQMlbZkFP FOOycsltVgwJbvkVgwiiFsAMIYznZOsRAVA","PUSH_NOTIFICATION","9"
"100210","159","1","USERAGENT","2021-08-25 18:24:57","184.182.215.205","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","es-ES","","WjxyqBjWMrQncAckEUKkgwONIXpbUMFEjaFCbsVExQ DheMUFAugWXUAsPnFbEtxEaPUTmNMBsKhx","CAMPAIGN_LINK","8"
"100211","109","1","USERAGENT","2021-09-03 08:01:15","46.6.205.104","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","es-AR","","QmknrBzriBEylbcAwCZyBAfJDTMqGhwWyEZXCuVpVUP LuXerTrhYNBXckILNxAQMnMXtzcNrsTpnTiFrPZqoEmxXtIrqpW","ONLINE_STORE","4"
"100212","155","0","","2021-09-07 11:22:56","60.229.88.231","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","de-AT","","WlMfmMmmOfFBwRvPAKVJnPYe skDKykZGL trbMXoELrpaYTZGjnWTJRuVnenkoUaC","BRAND_WEBSITE","1"
"100213","146","0","","2021-08-16 04:43:31","127.91.219.164","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","fr-CA","","uJzBpwtDgHArnxPGkPvEUBpRIuBlWABlC  fy UNDOKercvSTlD","PUSH_NOTIFICATION","10"
"100214","153","1","IP_ADDRESS","2021-08-19 02:55:05","25.98.205.3","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","en-US","","ToKjtNjWJRdhVPChLJYSHfkReHnXCWN GAPwbzjUZzjZcRYOtKyByKxggaeziDVXMfPKHNqrHXYNIvkWykbSrFXfhPlbDWaJC","ONLINE_STORE","5"
"100215","148","1","MAC_ADDRESS","2021-08-04 02:30:33","173.248.46.51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","en-CA","","MvhRLPKkAZaLreIEhozvwRDhOSxVtRvYzKncKjfGrWQnRjUeHFfXiqIGlOAAgTwiUiOmeYWefpkpjGaqbHnVOZAdDXQb","M2M_SDK","6"
"100216","125","0","","2021-08-11 02:01:56","167.116.71.41","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0","es-ES","","J YLYfmxTswokAYngOKAruoXKmsrDmoCBxmKkgHKkDEHOgWGdxii IIRajNJafZzJGcqWwyDClBsicYEYGip DdxBVDpAUqmX","PUSH_NOTIFICATION","8"
"100217","179","0","","2021-09-18 22:16:33","28.12.207.3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","fr-CA","","CHaTWWtzEnlnEzOPUIFovsbgp zebtnBxhLAQLJvGrP TqpsxmDZpckBpW","CAMPAIGN_LINK","3"
"100218","194","1","IP_ADDRESS","2021-09-20 00:03:18","135.129.225.137","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36","fr-FR","","IXOjIn KONgaNSKCLbdcVbyRztkYWjpoWuoEYdPbvdpepmycjRkXONjHWcWGtCTkqYaQEwKFbhTG","E_COMMERCE_STORE","3"
"100219","122","0","","2021-09-04 07:39:24","103.126.231.189","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.78","en-US","","oXvqznVfsQYKAgWMWNRPMzKESrutLwtDhFuLlMowFHAjUezFwRgSfNtXB","ONLINE_STORE","8"
"100220","141","1","IP_ADDRESS","2021-08-15 13:11:42","57.22.89.139","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","es-ES","","LwGDxxytdeISjcbemuARJSNTOBQXUNalgzwZxCVWspanycWHhtxYpPY zuAyvQZoIHHHfNSQycmMHMiCtSH","CAMPAIGN_LINK","4"
"100221","129","1","IP_ADDRESS","2021-08-07 19:45:12","95.157.133.213","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","IcoIBtsZHhXgwrmzxxIlWL brbumQbmtoAJszrCzurngnokyPOhfAj","ONLINE_STORE","9"
"100222","155","1","MAC_ADDRESS","2021-09-26 01:24:47","229.40.184.74","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","es-ES","","GagxO horDMyLQFnoubNuMZixcTAu LKuBefQVbsnMOlgBByCvLukOnNonSooIMPCZnoXqa omkkweRHCNYdSWTV","PUSH_NOTIFICATION","3"
"100223","116","1","MAC_ADDRESS","2021-08-22 22:01:35","157.172.89.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","en-US","","wNeJaYAPHaFbtcFqwzDTyUGomnxDQhmAylWaOvcBQyVdeDhzInWqGywQl","SMS_CODE","8"
"100224","152","0","","2021-08-20 06:04:53","148.21.38.158","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","et-EE","","RoskbVWXTqZFxICIjwSGWQzgZEZ gzdoAJJPpxrwceMunmD nbHfxKm","BRAND_WEBSITE","5"
"100225","189","1","IP_ADDRESS","2021-09-11 06:01:04","88.148.191.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","en-CA","","ZNmViRdqrakbwtdzIERkxdrVkBMCgLnMBcgyeeWzquhvPWluGohTUcPmRUkZc ","PUSH_NOTIFICATION","1"
"100226","183","0","","2021-08-14 11:14:49","21.80.129.233","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","fr-BE","","JEoiHyPXPuNdAteLsXHHaasFAkTtqjh HoXduWnBpbLSdGwNWsmvnUyS","BRAND_WEBSITE","3"
"100227","107","0","","2021-09-16 05:39:22","25.35.58.73","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","en-GB","","ZNSgSRBQcnUBWYRVPteRvynddKIxZdljcZsMOPOulLjOVXOlmuCwIPjSuzlmVmxRDbxuSTCVnUySm","E_COMMERCE_STORE","8"
"100228","186","1","IP_ADDRESS","2021-09-25 08:13:54","5.122.8.204","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0","de-AT","","TAKHqqYCGQLvOCvAHgQucVevcgwfcaBJMgZ nvklUoUpOSvbldutuCTKMKHVPvaWj","SMS_CODE","7"
"100229","175","0","","2021-08-28 20:42:49","210.243.99.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36 OPR/79.0.4143.50","de-DE","","zagmWDI cOaGjbncRjlvqKoRbKZBcjKTmrqdLEAwLvddmEMlXSeCSOahjoCeQWmBesPFRhfyNbaDN","MANUAL_CODE","7"
"100230","154","0","","2021-08-21 15:26:02","20.109.147.148","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36","es-AR","ikea-android.v4","ngPLegwAOtfKrCHFmFPTRViZbUlEFziEdShQxBydPbdiGohNNsqFpfwlEXkIjuYYRRWLSJkVqiJzvqaCliXhphIXuN","BRAND_WEBSITE","3"
