id,datetime,session,journeyPhase,product,referer,unnecessary5
1002065,2021-08-10 21:14:28,100151,FILTERING,105,HTCJkoPbfowPpLzUMGfztdsjyJ,AuLNKdEcNQcwlF
1002066,2021-08-19 01:43:52,100117,BROWSE,122,pQO,vyfiYDxjMDYcQXGPzkfLRughbWVEhgNgaakUjcurexQuTaBJaMACRtIDXfRrsVSUaGOaWAkhkooxTUvjXzNBPXbKTCfBuBTGC
1002067,2021-09-23 01:20:04,100991,BROWSE,137,ZlJLMUWZYqRf," OPHgVZrAsbiTxylAwdRGf"
1002068,2021-08-24 16:21:34,100139,FILTERING,148,xiyIvVFdRpKpxisPmzkQuUAJvePfg,tqPcaoDlEayaJIsaPsCCbeRqZxbPQgk
1002069,2021-08-28 23:29:10,100142,COMPARING,102,yPEcsCYpSutNcnjKMbptnQUYpORO,DsRUHrnSFVwrOKvw RkAyDOQiPfeUKPOGpuuWQFh kTQtXMQPoYEHMXHKLeAs OBbsEzwPZaSqsrSBkZIbidRotpVNICrms
1002070,2021-08-14 12:41:41,100988,SEARCHING,110,KjABnQVNHo,tGcMSsQnkFuPXkONW
1002071,2021-09-16 18:12:12,100428,COMPARING,123,cDFcJhBHQrAOfDkNoB,vzTmoeoMuzsTpziGCgYCkcLwUoIJA
1002072,2021-08-16 07:05:23,100425,CANCEL_PAYMENT,121,MUnynLUelAMArTmJjUKh,LXkoAWaZBudVnjlugdCpYbSPtUnUQxAJkapglMrWqbrzIphQwZGbydxAGOWz
1002073,2021-09-02 09:57:08,100845,COMPLETION,146,LsOhvYljXeowWClnmNQDQJIoMfkX,lUOWkDXxGHwEs FbOSFZDnkzWOgGMCHbOcOvblXyuymBoorhEregHhvAlzTTz
1002074,2021-08-19 02:11:16,100929,CANCEL_PAYMENT,118,uAqCITfG,DICmXQShUfeAhGWctfcLKNttMQLooTHNYFIPfZ LjOkdztsYVc xCSEVZIXXln
1002075,2021-09-25 19:14:46,100234,FILTERING,112,LJwcCVdPJCjmeflvpjvyagLgoPAzD,jhaPCLKwvBsoGEICafknVwLHPlycGDLeGgBcmqkdSNdSYaeQInCVwqwmFHnx
1002076,2021-09-10 20:22:00,100545,BROWSE,129,Givond,CtumgXqnGLvTOdTIndQoOdmZaRLeQRg bGhuFTqetiQTQMCRqWyNHflcOpogdLrOqaRpopfPgLjavpEfW
1002077,2021-08-20 05:14:11,100001,BROWSE,120,uzOn,awmKljQKYnytESt
1002078,2021-09-03 20:54:01,100102,LEARNING_COMMITTING,142,ZwUjYpLRcJOIVIP,uGJZYldzNpxuZJQfqNXPgWxnyDXsJWC
1002079,2021-08-10 07:52:17,100642,CANCEL_PAYMENT,101,oAUUUsxuPAeuRUjbdNjtfbuV,nkPgEXETUczhGkwwJbEKAINEyOTDSRa QpYfHnNwrNVefGZclAaRsJMApc
1002080,2021-08-20 08:04:13,100638,COMPLETION,120,qSqeWBXY,bQYzRLwXnikMZwDLtrLufzmgWe  eOPOQIUyUEFToGWeMnfaJepcVOzpZrEV
1002081,2021-09-25 05:17:39,100144,LEARNING_COMMITTING,107,Rx,whbaXKkAtNDDMmnMgcUdzifbDfkciiNrPJQLs qZXzUYUCzKxWjGQAArgHCYIVyQQlMbYzVzC
1002082,2021-08-11 02:16:29,100952,CANCEL_PAYMENT,112,YbMsxoEZYHgLrRiYlTjCZQRsIraJO,weL jzSvGSZNIQxyBgllvifwxaDomVi
1002083,2021-08-21 15:41:48,100874,BROWSE,119,GEMDxJZuTpgnYLdqaIcHmAtagdDMB,BBEvenXEsipFUTPSjcmYQM
1002084,2021-08-19 23:33:04,100359,CANCEL_PAYMENT,123,,wJmbbzCrSQgoySdIhVXxnAbbhLmHFZDzQ
1002085,2021-09-02 17:47:39,100759,LEARNING_COMMITTING,110,oYMIpHHrEqWCjb,iHmrtELPMpiOatydOPWMLtlwzG uHCRUNYLdWbYLgjGfJgUKkGpwst
1002086,2021-08-29 23:20:06,100337,COMPLETION,109,,eBqJkRhGmCaTsZh aYacDLgAwMcjKmoWYLfhbbdGbBWaPkOLvztFpuCBFEVuTysuMtgooeMPqwCTGTpUmkYCQCJULA ZdiMp
1002087,2021-09-02 03:30:47,100688,LEARNING_COMMITTING,117,,EHHHfTuWJQhBpYyXcNpNPxJGscDzScBWaR
1002088,2021-09-12 14:10:34,100168,LEARNING_COMMITTING,143,MinTZeNOWQbnZqDD,oZgzpooWRcZjHlmIWUwwzuWVFnqBJTei mkVsdrHVfNfxIOcVESpeLYaahxnP
1002089,2021-08-14 21:13:48,100760,LEARNING_COMMITTING,111,eWTpsqI,ReUmVwVBqOAhqzWAMtlGbTmmfKjZNATmCZcPQWLVtINvGpOOqlYstHEaObrxaugqSKbWduHQfKhKcZD
1002090,2021-09-24 01:04:56,100365,FILTERING,110,DhvhwRyDrvjlfpm,xi BrkQLDXvq AXReEzEjhjILYfcJsHdXaEzBCwigOaKRxtHfHAtwEwcgCYiRznmnCoykPKVXNObEnZIdUigWNXuSK
1002091,2021-09-12 13:19:23,100547,FILTERING,102,IHDBLQilXEBxSYrGP,"bToxaGPkVLpgNcyRkWyKEyvdgzPWthrdUPIvOkxHsUQcQAwyCbAOjkKJKdR "
1002092,2021-09-18 22:13:57,100570,COMPARING,102,PtCzKwJjE,jSUwAigyUBgbPIojCHwuYbuND
1002093,2021-08-19 09:29:50,100285,LEARNING_COMMITTING,113,MAWnoHVb,QBBMhvooZRExFhGdNXrSFojfzTQmvF Yv
1002094,2021-09-04 06:41:28,100117,COMPARING,104,jdYuxqhYTXgZBA," tEuFAfqxeNlXQPXgniiyBTWwVwqYyllKbXhMAXBljFjuDHupKgChXamwADNKjv FbD"
1002095,2021-09-26 11:50:25,100745,COMPARING,115,LxHAepIYkPxWyecpy,qXuvjicrIPAfLgWFkJgXIcYebQGEJPaTIdQaDaRhM jDYcKuEBcduMBVEoNaFwzlps
1002096,2021-09-23 11:40:02,100594,FILTERING,105,mZEBxxyVSlVIkXsy,IGXQiitLsRZDBSEG
1002097,2021-09-19 23:58:19,100638,LEARNING_COMMITTING,140,avXIl,WiNNyIMHktoyBBPiDuQyQGOuvytrXkkkwoh mpqdIISTPePosZeTZ
1002098,2021-08-20 21:30:01,100789,FILTERING,123,JVsSaXPlZ,rTsFMeXrvzQqwMUVFFpHQTRpKVEqLrbQgFIvEkOzYXMfTmoeQEeZFmgafNcZzoHAGHEhzFs BKqxbK
1002099,2021-08-02 18:57:51,100690,BROWSE,101,ZztJRVmtbGswwFbbJ,Bjeb tzaNaS nz PDyEaAlGS CZ QPtPA
1002100,2021-09-16 16:06:20,100631,LEARNING_COMMITTING,118,fLFNYDzxViqUKsr,ZjCeZdiJrQMBaGvbKXU BKpGbFwrgzVdaksiydFzhyJwbvZxKUzRcOQKwDaHFugnXcMrEgEf
1002101,2021-08-09 23:31:24,100487,COMPLETION,143,ZQnJil,BuJMnzNGySzknILEzZwYLDFXgkDMxOBsBkDPeZFQTibPQiADVgMrPrrXxdEwUgRqEciIFR TLJveXfLZteQd
1002102,2021-08-28 22:41:44,100157,COMPARING,108,MLyNbcofDkduPQDH,CyYQAKgoE ug
1002103,2021-08-15 10:16:43,100305,FILTERING,135,fxYwQKsydAJVDUfhyHNyNbbkyxex,OpmFnmsSZutDfdwCYcUG
1002104,2021-08-14 22:21:47,100491,LEARNING_COMMITTING,109,LE,jcsjOuvQPvgHhIExEkYiNXZJ
1002105,2021-08-07 09:04:14,100022,CANCEL_PAYMENT,143,KHcbPgES,kBecPpYzsjhjivRncntowBDtXAMjcMqpqxEkuzOK jzXQxzHgDAfEkKr kOgIWdlozmzONPjYFeviHxOFgzxoYOJ
1002106,2021-08-25 04:42:43,100507,FILTERING,102,frSoNuJhbgkPgFaKeHsqbmZHUGAO,aTSQJJPWuSRKduHTDKkaDkpnu PYEghvWPyJGVi
1002107,2021-08-11 14:57:53,100520,CANCEL_PAYMENT,135,IL," QSe pHqGKWp"
1002108,2021-09-18 22:46:00,100530,BROWSE,124,eDNV,XcAAUpif TshuddPKcJpisDTFhgJyXzeZOSeiECHIqQyGwnioGHFYFjZOFyJ GoLAsACoBCwjLwBiZYrwgVpKbQOK uZqtJIc
1002109,2021-08-27 20:49:55,100880,COMPLETION,108,gOKmuMSRxVEhelkHclcVZzJ,yewhqwTUgKbDTNXhJCxFjEPQBQKouzkeYJEhuixThVmNjjxeZPOVMgrWCimpkcipANRfQbR
1002110,2021-09-17 03:11:33,100115,BROWSE,135,HlrvFfNYzbOKRaAUrC,gFkGzYLfmQlfsgOp  DujdWnSMqIgafozuymmgGXBmvFrIgZyuYOsVPZMBvijedrwMYaIZJHTXfmoXI
1002111,2021-08-24 21:58:29,100229,LEARNING_COMMITTING,130,FCTdEcyXKnmavzOEFfkI,YSmujEVhKmHpImJmWVgVbKMrEdZyqaEyTscqtboiufQQFCVRxVSgwZCmvvdxDqATtIygyNjMODgTsBCaUy
1002112,2021-08-22 02:52:53,100406,CANCEL_PAYMENT,139,HGGvxEBekHeWennEQ,Ndcq GcFRLSOEYymAsumNSifzJVrQSGETvwpBSntXLtFtJhFPTy eOBD h
1002113,2021-09-14 08:20:13,100995,FILTERING,128,UVCMMi,dUIKXjbutyTgjSDeNkVfEsQDXQrQju   pNzaFFOt  RXyQPqmofacFodhxIKQaAHDvdGzXLRuKzpzJVsxf
1002114,2021-08-17 13:45:26,100981,CANCEL_PAYMENT,114,vVnjLKqF,SuxntjqLpdtyPMihl
1002115,2021-08-21 20:56:37,100500,SEARCHING,108,SQNdXprclvhMhamtYpPrq,etAAqysdMDjZtWUHGAkCmdavB UhAmNfcy WkoQoPD EEAFRZkKCOaGDAXbXzGVTHpYKkMzCXZB
1002116,2021-08-11 21:59:34,100299,CANCEL_PAYMENT,103,THxcTIjMXsqkhe,mffMXcjcLznxqqnxEEBKthW
1002117,2021-09-05 08:23:19,100853,SEARCHING,135,fUMHgKtgODz,qaomvPbjquqIapSXGOIdo rRmrKTZPajjeiWAzkzJ
1002118,2021-09-26 23:16:59,100756,LEARNING_COMMITTING,100,UiDUNZROrvyxhubtgJEkpDpo,ZKdL VpPbkNewBnYMOGZdurILQMtht WbGPyqZDHlIlyPqIdehAluNKYvjziGpLORtkwuwsAHP SmWmIohuBplqOwgBoJIYyLq
1002119,2021-08-03 07:00:43,100327,SEARCHING,103,bmEuzIGdJJUYJRllpdnDsGpODq,bzwzmOKFDyofPOMecfPAuQAYwqKXwBZnjUNzxJNuLncO
1002120,2021-09-03 15:04:09,100540,CANCEL_PAYMENT,130,ijeRyurFmtiqlEOWylkCaAL,udCIKCsraEiGUAftvsgyQHCOdPWLtgvAwiOkLScqqtjexzrVuNtEOGV KimZmXIVVKy
1002121,2021-08-22 00:09:02,100614,COMPARING,136,kNNrIWfMceaBZCmVhT,JFWfYBOJQqVFtRgkMRyRXAzVLmuyC EfzBt
1002122,2021-08-03 18:47:23,100937,CANCEL_PAYMENT,137,WRaccKmfWhXh,iDSHUwBeYlzoObLTunrWdDJvyywdTlSRRCHzd gSjOTsuxSYhLdVKVhwfMnphqLsNPrmvpoMnYpfgwXUoJq
1002123,2021-09-02 13:25:15,100092,COMPLETION,113,,OFBKQoRGsBoempTaIVRWQXWgEoWIVkAqGUlUNBNGIMhDezAqKYDNIm Y
1002124,2021-08-08 04:42:25,100631,BROWSE,117,,"ZhgcavknZIDsuEWzvRVWDHvtXutHUZQYevDgbAJTZCTiXNhSyvQVVuhOperxk "
1002125,2021-09-01 04:43:18,100180,SEARCHING,114,uqIjsTWA,XdlBkTWaZmwjPSaacUjkDIkJzeaqHEZvOtySngKOsDFNajMvwJDbYcMrM JtapD
1002126,2021-09-12 06:37:00,100892,COMPARING,116,pzLK,sIiHVKFiYIssFYZfXleViYKcrLZbfYFaelRJenBl IYovtgRZVonSoaAXtzilHionRQijnQTyaMJAf
1002127,2021-08-07 06:23:22,100132,FILTERING,124,yjwr,bsRYRQvtRUdbm ACjjuEywlJOfhwntAdKv KSScscTHKflEMQihVagEDVgXZZJah
1002128,2021-08-30 12:04:53,100031,CANCEL_PAYMENT,142,dasMqIVCoHVcHtrpjmCCBf,rJxtjXu ewJsSTcgWiHpMVrVrwCOWVBbxIJrOi MB VYzsTwlQggFa
1002129,2021-08-01 20:43:26,100896,LEARNING_COMMITTING,139,nWOnUjXqSCqHriLPLkfFusBtEC,pXqLSHKKdwPAHnfmpbruXwTNx
1002130,2021-08-19 10:42:19,100796,BROWSE,147,QNW,GLplQhHGNfDaKlzraTaiCKpeDYxMrmCxXCQenlfsY
1002131,2021-08-01 16:33:12,100641,SEARCHING,130,kKjZpPwAIenILgktJ,awdCyPGWGPXHXitbV
1002132,2021-09-10 22:16:35,100264,BROWSE,139,WbXNNqbvWbvEq,UEWXelcDxpShPcxAMuyvmyVEzxhbmsmQidrctLTgiCYbBJYvbOclqRINwAdwK YOgRlWVKCFhavhjoP ZrEASR
1002133,2021-09-14 21:57:20,100690,LEARNING_COMMITTING,126,hMNQCvqqVHvIqdTvyWiwgoiDBYZ,w x SBGOFfIwbTKnhUJmFjULynGks
1002134,2021-09-02 16:03:13,100634,COMPARING,100,SsZyDDKxAekcbuvzU,cvgIHFLnHiGzHvbjGIbyADwEgFbIuEfqBpUHhYRXVTkyGXPDELotbXmYGDV
1002135,2021-08-15 22:18:37,100068,FILTERING,138,,FpAYkfOsleIwEwcvPsREpDHzaRUVlBDvPgDAixkX OqRWKUmnhQhDeLBFhiDOcLHbHhVhqCQnuFbbY
1002136,2021-09-15 10:45:32,100175,COMPLETION,133,DGSzYuEZPe,zscgQBseXCFJR doSeVfNPtT hCMkuaunRXtzpliihxZnWANoEbASACnEnayPIONVLEybPaujH
1002137,2021-09-26 15:59:10,100725,COMPARING,103,CuTWLLIUmfzN,NEbivtmFDyUontr QgjMKlVZEzRtWYiGZfOcj
1002138,2021-08-30 03:41:56,100226,LEARNING_COMMITTING,138,XftYAMkzLxdJGtdKsMaPGJber,lLjVecweitxbizO
1002139,2021-08-06 23:58:30,100777,SEARCHING,112,uedcnFYMoKfwpIyDEbVBgFuVMaUW," BlI IppQBHIAbWPUMOYGdfwREZhMaex a FDiZzHsNplSzHhvcQmlkcYfPtGUkEOiXkLDLqisSNKQKZXsXFXMUjhafw"
1002140,2021-08-02 23:54:11,100378,COMPARING,111,RDAbXpGRyxquYqTZPLRywZqkYYVzU,fnwtYAjpBNKVtEBVfvEOVWyjh ofWuQWxEmTwqIWNEfJKxwvSYmkLBXPLH XmyzhnmIwPJkCOnlQ
1002141,2021-09-16 21:56:30,100286,LEARNING_COMMITTING,111,DAZShk,ZrpsHPIvjMOnOuuJoTkzsgyFAmyodGAQHShpAPnrMniYBxfUrHMbMSHCHMQMGJTAgtXpnyPGverWdMAO
1002142,2021-09-23 13:15:25,100572,FILTERING,103,arFn,THIIwOdFeLI CuDF
1002143,2021-08-11 10:59:45,100681,SEARCHING,112,HSWpwZezIwWavsbZsZSx,QfOpsREngjk FCdNbYqeAxdurNRdgwaNqbGtCpxCvjcabehSTCYfPEGXlLKTZQgyV
1002144,2021-09-05 06:56:28,100890,FILTERING,130,,VqmWyfJOGRiUdBOzGxXDBT TFiBQMODJuGjeHGYxQiVLTnfWHAwuGjTRFpDrKo OXEvNsmLBmjQlJlakUFUHjksGBXyTV
1002145,2021-08-11 05:39:06,100868,SEARCHING,117,S,YoumxTSMuHlHUsDXrhkMjUbrokEXYpZFxIu
1002146,2021-08-31 11:10:39,100911,CANCEL_PAYMENT,126,iEpashV,cEaxyGBHtwhWxVRSwvzoBcQwwOipOYpFR
1002147,2021-08-14 19:31:12,100412,CANCEL_PAYMENT,107,lepzmIEXUaYIdvOOZeiYuLkXijcdsG,LAxfeQYXAPXBz iMFimzmbczkfC EFZbIzpIgBJABEvqJGaiQuNqqrrhVbtcYDbnkWbrPfhrHVQkHZAyS
1002148,2021-09-17 23:50:18,100930,FILTERING,109,KImcNL,WTaICDvsDbAYiQIfVOXgBmKcXxejVKRVKgiuUOILSjhnBlkZwIxuSqxU LQEYmsJKDLxkfKEi
1002149,2021-08-31 03:28:37,100638,COMPLETION,110,oFIT,mJHCRIHmNqtgcCkVgqufJe
1002150,2021-08-18 07:01:55,100381,SEARCHING,126,TwTkLmdxLtlSCo,RDAvQJqHGzKUcRQqlqSoKviOlLcSwGjKMpHofIcFqwGoqDxN
1002151,2021-09-11 05:20:22,100074,COMPARING,138,TEqDriurtpbwnS,aroCOisIYXaA xqIMGAoYzCwtPNMJZuIcoSjfZmLQwRiCNhVIiLPIrGylHsuCDFlSjBFghFCsAeuVLUFoOrMGLn pRyHsksyEcI
1002152,2021-08-07 17:05:10,100656,COMPARING,147,NNXTHN,PCzbxD atUAHZwynrsDKioEjNAMBUvGBpZWVqbgvJFYHlRwnaCJmPnQIMCORTuFmXTv
1002153,2021-08-14 19:11:57,100019,COMPARING,101,aBWKopKixvtCfywaSibMi,HAvZBhklYKr iqeb UnewjPeZdZXMYXMGpOJimTBYwZrVtPHuZySflFDDNpah
1002154,2021-09-15 05:03:09,100181,FILTERING,127,wiSScAYluhkJUQcKqteKNTWBaGxLVH,OkipfZspDf bQA nCqmhGhtrsuYXX
1002155,2021-09-23 02:20:35,100769,COMPLETION,125,yvFpHrlBQLlJtoXV,yJOvkjNQPAwOyltQICUUm mgATDhqkPlekUB TbxsFWKtE
1002156,2021-09-16 09:05:23,100683,BROWSE,113,fnTliOOxXGdwwsM,wjoTJXtiFhPlnxhdqgrvWPMaCQJ
1002157,2021-09-12 12:29:48,100458,SEARCHING,136,UgUSEbeePYDiiOwJ,OAlFpTnEjrebmnIcQB QBCkMlPytEZskdtKLYUFpAVUUvjhJWgWcbVsYdJQ ncitGrHSsbbOHTYgecONRvlGCSyRgnVclVVGI
1002158,2021-08-09 07:11:21,100095,BROWSE,114,sheaxgTQymK,qoUpJGiEHiosOCPS dowwCxUoSbPlHzVcCYCdPPUjJYVtuZJPVjSmsMmRxfdG MKzwKGJFYwjJIQBYSzwGUW
1002159,2021-08-24 04:29:08,100804,SEARCHING,149,KzIDwWGxZCtKklTfbIGfucCFlf,uxnHcBlhlgnTtlqyFBBIYJqaruLlXmgQeO
1002160,2021-09-24 05:47:14,100341,SEARCHING,102,QfguPcwSCLP,vmKjWQBggAClwxyRE lcKtJmpZmABRmeXLvDGAbOTbI nnQFpOmdGspvMoAEUSvsbMPnhkFjuvDrAPbszLFYrxvPJFczhpYYPsM
1002161,2021-09-22 04:01:25,100952,BROWSE,127,UxbsVcZOZYDUI,XUBwBkoQJoxEVjyYiJZhYISGPHFzr
1002162,2021-09-01 04:05:32,100586,CANCEL_PAYMENT,108,heWaQonnVigdbvdYt,hrUdXAnDVjRXDWHvfAYTsiiqgFVKcqGhlJmuZTMVuwFYAJSXlAuzFCEqKlggwwefaxr IXqyWVEf
1002163,2021-09-08 10:57:35,100072,SEARCHING,149,RRhXUGUIKBsIfwKerNxuF,zfXbJMukGlLXmmovnZFNeGEDclGcpMl
1002164,2021-08-26 06:41:27,100359,BROWSE,145,ypTYY,qhjzcsDOlOuATWwHcOmpSGRvZVliJddfEbKcCYhGkMJcdpBhArrFY
1002165,2021-08-16 09:21:21,100777,CANCEL_PAYMENT,148,LfmqTjNJiauNhnkqxlbIjuLvFZZSS,riJNGzitXyEIJURZtEFzgXMYTWUayzojlLPNlQBNB eQiNZSOisNUpzcFAnAYojJeMFTrOYpwWCQunZGSKrEEFPkn
1002166,2021-08-21 10:04:35,100526,COMPARING,138,eaYbFcXPcEdhMQVEPaeW,miaaqEFOCSFhOtsVqwennjFRGjbe
1002167,2021-08-07 01:27:05,100056,CANCEL_PAYMENT,118,OpFOyZNJtcRfzvmN,BgXzjt UwIhBbqNFXehRqXrUoJzVbAi WNY oPJCfFwIcEMnjdXrCiVpm PwlIGKV
1002168,2021-09-19 01:00:10,100159,LEARNING_COMMITTING,120,sHbb,y cjXQIqZFVXXLJpwhQLBM
1002169,2021-08-15 22:37:43,100129,FILTERING,108,vKOZAbpJTBBLIO,g gSwclAQpFTxObmVsVtmTnOfhvewyTuCfQdzepDCPsVNErVXNFdXIb
1002170,2021-08-25 12:35:32,100983,CANCEL_PAYMENT,120,yEMIMTPHrViBgpPPKLwEdyzG,AjQJIfsRUHGkFbYFZaTkhrARftxMMeROlf
1002171,2021-09-14 22:47:01,100366,SEARCHING,112,HjlzGEeal,tKMumTtAGXYNtFCQdreydn WWqsbvYwbMLtbWuRwfEberKqEbIbSYbbKhSMsEa
1002172,2021-09-16 21:50:37,100668,COMPLETION,103,pHtISIdBHIeaTRxPHgcO,shhVEvdOjoKqbzYVspJDgRyRiaOFOogzLvIwLXVaRIMLulG yMixIfeCqnwgczqzyooWBxYMGWMjWmOMRUXvEoOq
1002173,2021-09-06 04:14:47,100214,SEARCHING,140,jkoYDbrGLa,FkmkNQBj XVYfKSNadPcDmNFvSSasSlqavvfmYQgpNIdJMCUdMsRLJZZxas
1002174,2021-09-14 19:42:50,100187,FILTERING,124,gEDpuUh,CfCCjL VqLkLAZwUluUzgXehQIdkqfWJjMUwIBaoWRiFbZRpNyfOTReuKhpZvEzEMq
1002175,2021-09-14 05:00:30,100699,LEARNING_COMMITTING,128,yQcYcEjOfLUnVbcjBZULJOk,ClHKAwtICM
1002176,2021-09-19 07:12:39,100155,FILTERING,146,jaMkTmskVuauuDEqjqDPV,qXGQqSWiKoFJuder
1002177,2021-09-09 13:06:09,100856,COMPLETION,123,hFtUaWx,xwg qcaYClqTuHDlvHWITtczykdAGzgDiVnUdtRWsGFOfZkZyygzHgLTRnzFi
1002178,2021-09-13 13:38:15,100124,LEARNING_COMMITTING,148,UFEpvGxkJonNgJnLzfhMI,xqqRGRLcyvEeRxBz lAIJIWfT
1002179,2021-08-24 14:05:09,100382,SEARCHING,133,z,xKsSqhfiisYYYiFtNbT MKXvazhfXZGHJBNybqQhAyKzlJvRkXCPzHCMmTFiCzjoenNJawWQFzyxzScqMeLkPNLEV
1002180,2021-09-22 15:39:51,100948,LEARNING_COMMITTING,149,,JJnCqyDwAQcgtNiWeTMEbLYT gscRyvFjCTzbmJCjvdFGyfsmeUzgjN
1002181,2021-08-28 04:42:57,100408,BROWSE,117,,eiFNTkQcGpYxXdyjnvBRHNwvxGbjceOpDoWTBZ
1002182,2021-09-02 09:48:54,100264,COMPARING,121,,IRyxrqrIYqtmXdyEyASCYfyOkGwEMDGToBhXHFYLDHHVdALFKETzUIPHZPxwJzsfOLA
1002183,2021-09-05 08:42:23,100348,LEARNING_COMMITTING,131,fFGhVC,yBoVAHqZYwnLvKZWLZArCECO fBBtEkCVkPnNVNHGccmADuIvPT BpqIQzPMC
1002184,2021-09-20 17:13:14,100569,COMPARING,131,sEVJqERwYxgXck,NOOsAGlhiPgACFNDdlbV
1002185,2021-08-03 04:40:15,100069,CANCEL_PAYMENT,147,yGpklPvTnXaTygjtDX,IqXTDWatVflfVMQCWpwFCVTWITqWJJJKUSlkfDMVZU GGJwLNiZTmjjKGMjhdtUEEzUihqsTLovnQaOJv
1002186,2021-08-05 06:32:22,100652,COMPARING,130,yiVKnoYuLagcqzwyAeMJ,UAFQxDjeGSCSNhmKHycNmNvLmLIiLftfXxkYmUuaoTwKeCFFaicjISyjmIH SNSzCCilkdQqmroIqODmfyGqGoQZoHF
1002187,2021-08-07 06:04:41,100060,LEARNING_COMMITTING,111,ZJN,HdRCQG mbYspUID iV
1002188,2021-08-14 14:11:16,100290,COMPLETION,122,qFCc,ATpfaekzDWQKrY BRmZCcqXNHvdSiBzZk
1002189,2021-09-21 20:49:23,100642,COMPLETION,116,YUaNwbKdhSNErbRavWjXsinGsCi,TqdsPpBSCRDQpAkFULsQVohyiInjiEJsieHeOQH
1002190,2021-08-08 00:18:40,100960,SEARCHING,136,ChZMqaSVdEhBOPIHREG," xzcjcTmgFxrpwlJkQG"
1002191,2021-08-14 04:24:39,100336,FILTERING,149,lrtUrsi,XwQIVxUCyqFuHMJEacZvcHsowLezpAdIhvGLQhtcygVDbnhJnBaaJF
1002192,2021-09-08 17:43:34,100863,LEARNING_COMMITTING,127,NELiHWuEZLlATHGG,uNpygexUGZNmUYWJIpweDvoAUAiGdOIQBLAb YXLkLwo
1002193,2021-08-31 19:56:48,100026,FILTERING,116,tOaDcwpVRqqnlVSJkVMmiUViGpGqFx,oPltjqeHlDkTS
1002194,2021-09-16 08:50:56,100653,FILTERING,123,BRKeiengyb,PNwHIldsIYarcHAM
1002195,2021-08-04 03:56:10,100221,LEARNING_COMMITTING,145,zXrOuO,tOoiRBmmBKXjZdEqLibrGeoNUBKQTjouCWPtAMrFRguCrgJbWuTnxuQIrjVdtGOQVPZlnIKuRffEYq
1002196,2021-08-02 02:23:45,100415,COMPLETION,134,GUGdxsSlhpxQ,azDVfpSrKOHKsWQYiiWbHBNl MepwtKWawhDg meEGXOpJXMQG
1002197,2021-08-01 11:38:44,100925,COMPARING,131,,HfngFkIkWKeO VAGZjvMSCvhfAsSVoILzVzspKAsZcqqIMzFUboZqTQCBSCVqUekJwfZnddLmpfMCrcOC ve
1002198,2021-08-05 16:08:54,100551,CANCEL_PAYMENT,149,KvnGzutxftECbLLGQwddplFPTy,FgYkHztSAFobJUszlfLZQDGODgcVsjqAB
1002199,2021-08-12 08:08:10,100717,FILTERING,135,we,UyCppXNGzoNtIglFsnqmgBh
1002200,2021-09-16 19:17:04,100045,BROWSE,101,dnwLQLinqdusl,NuVJbbeAWJnHlBibmzrEPVMdTangZURsiHQodrIoAb afrbbW
1002201,2021-08-01 20:22:41,100359,SEARCHING,149,oCgksw,MGRdQx mb UdQbtWPmpEDvSmQXuUTAJmYefLqzeeyGfzLabFUHmizBuVhpesiZoPtpzpmPEAeVtdwPYxeNBxVgEmzTULJZEhAf
1002202,2021-09-22 02:47:12,100669,FILTERING,141,oOGoEoc,yjtR LGhkKrkFqzmyTfCEnDSyyW dqvOoZOdDeEjIORFjlCpRckCnWsLFyYKhn YBfYu J D
1002203,2021-09-05 13:48:06,100763,BROWSE,111,m,BopZlNoyiYWnHxcnpagwPLEXKqCKVBHfmGBcRJcXyMZsHEntTsBMJpaNXetrDJTHAHSZTZgysagsnfUxqYG
1002204,2021-08-09 17:22:43,100356,CANCEL_PAYMENT,119,EmPFQC,evSFGuOZOAljA DluKwWJrJwMplPEgBVCQr
1002205,2021-09-27 16:33:24,100256,CANCEL_PAYMENT,132,jsMvYbdBNDEk,OFOLzKptjGyfdcPcmoETASddgYmefigIwOSWcNtvYzkZYvpBrUmKyQi
1002206,2021-08-11 11:52:11,100410,COMPLETION,134,SexejlfbJdiaGYFX,vgrDMGkmerravHuTVHDrIWpvppOjMSlorApNcHVQDdnNRxPednCucoASdYtwlCkyZ
1002207,2021-08-08 16:46:02,100630,LEARNING_COMMITTING,104,iAeMupJPUmNiJeFjwbha,wuOrZKsXLPrtmhiJbWeURSjeubTfytAqpheyzJHiorLjeOTR
1002208,2021-09-11 15:00:25,100298,CANCEL_PAYMENT,126,ObMTtyTRdSbDUIqsiJiTSxkQDKv,pmxOCXUngVMDZUWyHMPDyDvkFzsSFHNmfhZXMfEURPsUvCoBdTZzFNDlu oyLqMwTxwHDGXVYWtPxjSOyoj
1002209,2021-08-28 06:58:18,100449,FILTERING,108,NrOesrRWUQIVgL,zEhMBItBbQoKRKAxfgsInxSAscqQiWTbZYWJcZQF nKLEEmTxKZrLcGtzIlLRQVwHSe
1002210,2021-08-13 12:16:48,100105,BROWSE,146,JKKkLHOnbXgVS,mJtZGAmeJMAsQadvWFbXzhQ
1002211,2021-08-25 06:39:09,100584,LEARNING_COMMITTING,101,SjufWPwqIBLzvRBTnLWMDwxRoMqAPE,wrCTYMWluMjwFgRNQPNlLExOHhzuLtXwtqXDnQxUkZwbIJdghwCXFPzlniYEojtJlQnBfXxiCsFcMbPl
